,from,to
1313,água,sal
1314,água,vida
1315,água,bactério
1316,água,bem-estar
1317,água,sólido
1318,água,estrelo
1319,água,diarreia
1320,água,produtividade
1321,água,agricultura
1322,água,temperatura
1323,água,brasil
1324,água,irrigação
1325,água,líquido
1326,água,amônio
1327,europeu,terra
1328,europeu,máquina
1329,europeu,doença
1330,europeu,paí
1331,europeu,população
1332,europeu,jersey
1333,europeu,praga
1334,europeu,clima temperado
1335,europeu,transporte
1336,europeu,econômico
1337,europeu,área
1338,europeu,região
1339,europeu,aborto
1340,europeu,cultura
1341,europeu,agricultura
1342,europeu,literatura
1343,europeu,indústria
1344,xaraés,crônico
1345,puro,hormônio
1346,puro,germinação
1347,puro,diarreia
1348,puro,intestino delgado
1349,puro,nutriente
1350,puro,cevado
1351,aveia,vitamina
1352,aveia,gordura
1353,aveia,fósforo
1354,aveia,água
1355,aveia,fibra
1356,aveia,proteína
1357,aveia,cálcio
1358,aveia,leguminoso
1359,aveia,minerar
1360,aveia,magnésio
1361,aveia,intestino delgado
1362,aveia,espécie
1363,aveia,açúcar
1364,aveia,cevado
1365,ovo,animal
1366,ovo,estéril
1367,ovo,gestação
1368,ovo,espermatozoide
1369,ovo,feto
1370,ovo,embrião
1371,responsar,terra
1372,responsar,clima
1373,responsar,energia
1374,responsar,base
1375,responsar,necessidade
1376,responsar,brasil
1377,responsar,sistema
1378,responsar,químico
1379,responsar,processo
1380,adubo,madeira
1381,adubo,clima
1382,adubo,seco
1383,adubo,água
1384,adubo,temperatura
1385,adubo,brasil
1386,adubo,alvenaria
1387,adubo,tijolo
1388,adubo,solo
1389,adubo,calor
1390,inverno,clima temperado
1391,inverno,estrelo
1392,inverno,verão
1393,nlemfuensis,espécie
1394,estratégico,planejamento
1395,arborização,concreto
1396,arborização,madeira
1397,arborização,árvore
1398,arborização,brasil
1399,arborização,fosfato
1400,arborização,água
1401,arborização,esterco
1402,antibiótico,bactério
1403,antibiótico,infecção
1404,antibiótico,diarreia
1405,antibiótico,microrganismo
1406,anual,terra
1407,anual,tempo
1408,anual,dia
1409,anual,tonelada
1410,frequência,matéria
1411,frequência,tempo
1412,frequência,sólido
1413,frequência,líquido
1414,dna,animal
1415,dna,sangue
1416,dna,planta
1417,dna,fósforo
1418,dna,vida
1419,dna,nitrogênio
1420,dna,proteína
1421,dna,genoma
1422,dna,bactério
1423,dna,fosfato
1424,dna,gene
1425,dna,célula
1426,dna,dna
1427,dna,genético
1428,dna,espécie
1429,dna,açúcar
1430,dna,enxofre
1431,modificado,embrapa
1432,modificado,soja
1433,modificado,brasil
1434,modificado,genoma
1435,modificado,melhoramento genético
1436,modificado,bactério
1437,modificado,arroz
1438,modificado,clonagem
1439,modificado,gene
1440,modificado,dna
1441,modificado,genético
1442,modificado,espécie
1443,modificado,organismo
1444,modificado,transgênico
1445,percentual,divisão
1446,percentual,umidade
1447,fasciolose,cisticercose
1448,fasciolose,dor
1449,cestoide,parasito
1450,cestoide,cisticercose
1451,cestoide,alimento
1452,nascimento,parto
1453,nascimento,ovo
1454,nascimento,vida
1455,nascimento,útero
1456,nascimento,bactério
1457,nascimento,germinação
1458,nascimento,célula
1459,nascimento,semente
1460,nascimento,organismo
1461,nascimento,feto
1462,inseminação,parto
1463,inseminação,placenta
1464,inseminação,sêman
1465,inseminação,útero
1466,inseminação,clínico
1467,inseminação,espermatozoide
1468,fósforo,sódio
1469,fósforo,dieta
1470,fósforo,nitrogênio
1471,fósforo,cálcio
1472,fósforo,formação
1473,fósforo,saúde
1474,fósforo,alumínio
1475,fósforo,água
1476,fósforo,mineral
1477,fósforo,proteína
1478,fósforo,desgaste
1479,fósforo,fosfato
1480,fósforo,dor
1481,fósforo,organismo
1482,fósforo,doença
1483,fósforo,rocha
1484,fósforo,mortalidade
1485,fósforo,capacidade
1486,fósforo,sólido
1487,fósforo,função
1488,fósforo,magnésio
1489,fósforo,minerar
1490,fósforo,agricultura
1491,fósforo,umidade
1492,fósforo,cobalto
1493,fósforo,ureia
1494,fósforo,idade
1495,fósforo,população
1496,fósforo,químico
1497,fósforo,selênio
1498,fósforo,medicamento
1499,fósforo,gordura
1500,fósforo,dia
1501,fósforo,enxofre
1502,mastite,febre
1503,mastite,antibiótico
1504,mastite,inflamação
1505,mastite,testículo
1506,mastite,bactério
1507,mastite,dor
1508,mastite,infecção
1509,mastite,glândula mamária
1510,esterco,fósforo
1511,esterco,compostagem
1512,esterco,fez
1513,esterco,cálcio
1514,esterco,solo
1515,esterco,magnésio
1516,esterco,agricultura
1517,esterco,nutriente
1518,entender,consumidor
1519,leite,zebu
1520,leite,vaca
1521,leite,gordura
1522,leite,sódio
1523,leite,queijo
1524,leite,litro
1525,leite,higiene
1526,leite,cálcio
1527,leite,hormônio
1528,leite,solução
1529,leite,úbere
1530,leite,bovino
1531,leite,campo
1532,leite,água
1533,leite,glândula mamária
1534,leite,indústria
1535,leite,vitamina
1536,leite,ordenha
1537,leite,proteína
1538,leite,mãe
1539,leite,gene
1540,leite,pasteurização
1541,leite,manteiga
1542,leite,lactação
1543,leite,planta
1544,leite,doença
1545,leite,fósforo
1546,leite,sal
1547,leite,imunoglobulina
1548,leite,fêmeo
1549,leite,inflamação
1550,leite,mecânico
1551,leite,placenta
1552,leite,colostro
1553,leite,arroz
1554,leite,fermentação
1555,leite,diarreia
1556,leite,dna
1557,leite,magnésio
1558,leite,mastite
1559,leite,minerar
1560,leite,açúcar
1561,leite,nutriente
1562,leite,recém-nascido
1563,leite,alimento
1564,leite,brasil
1565,leite,químico
1566,leite,mistura
1567,leite,selênio
1568,leite,transporte
1569,leite,genético
1570,leite,espécie
1571,leite,lactose
1572,rotina,arquitetura
1573,mistura,rocha
1574,mistura,químico
1575,mistura,solução
1576,mistura,leite
1577,mistura,substância
1578,mistura,ventilação
1579,fêmeo,macho
1580,fêmeo,sexo
1581,fêmeo,homem
1582,fêmeo,espermatozoide
1583,duplo,madeira
1584,duplo,brasil
1585,zebuínas,zebu
1586,zebuínas,gado
1587,zebuínas,brasil
1588,ph,sangue
1589,ph,litro
1590,ph,agricultura
1591,ph,químico
1592,ph,concentração
1593,ph,leite
1594,ph,água
1595,calor,terra
1596,calor,papel
1597,calor,umidade relativa
1598,calor,alumínio
1599,calor,água
1600,calor,substância
1601,calor,madeira
1602,calor,matéria
1603,calor,proteína
1604,calor,óleo
1605,calor,tempo
1606,calor,organismo
1607,calor,calor
1608,calor,verão
1609,calor,vida
1610,calor,energia
1611,calor,inverno
1612,calor,bem-estar
1613,calor,calórico
1614,calor,área
1615,calor,taxon
1616,calor,partícula
1617,calor,concreto
1618,calor,alimento
1619,calor,temperatura
1620,calor,população
1621,calor,químico
1622,calor,líquido
1623,calor,gordura
1624,terapia,tratamento
1625,terapia,doença
1626,tratar,brasil
1627,tratar,tratado
1628,contraindicação,medicamento
1629,diarreia,fez
1630,diarreia,antibiótico
1631,diarreia,bactério
1632,diarreia,medicamento
1633,diarreia,parasito
1634,diarreia,intestino delgado
1635,diarreia,açúcar
1636,diarreia,lactose
1637,diarreia,infecção
1638,biossólido,lodo
1639,biossólido,compostagem
1640,biossólido,tijolo
1641,poder,clima
1642,poder,temperatura
1643,poder,população
1644,poder,brasil
1645,poder,café
1646,poder,contagem
1647,poder,serviço
1648,poder,cultura
1649,poder,praga
1650,dejeto,terra
1651,dejeto,lagão
1652,dejeto,chuva
1653,dejeto,planta
1654,dejeto,sal
1655,dejeto,seco
1656,dejeto,sulfato
1657,dejeto,temperatura
1658,dejeto,água
1659,dejeto,mineral
1660,dejeto,irrigação
1661,dejeto,cálcio
1662,dejeto,inverno
1663,dejeto,solo
1664,dejeto,califórnio
1665,dejeto,gramíneo
1666,dejeto,agricultura
1667,dejeto,morro
1668,dejeto,umidade
1669,selecionado,aborto
1670,selecionado,médico
1671,selecionado,literatura
1672,árvore,madeira
1673,árvore,volume
1674,árvore,papel
1675,árvore,planta
1676,árvore,água
1677,árvore,altura
1678,árvore,brasil
1679,árvore,hormônio
1680,árvore,bactério
1681,árvore,clima temperado
1682,árvore,califórnio
1683,árvore,folha
1684,árvore,inseto
1685,árvore,declive
1686,árvore,cerrado
1687,árvore,arbusto
1688,árvore,espécie
1689,árvore,solo
1690,solo,terra
1691,solo,clima
1692,solo,planta
1693,solo,sal
1694,solo,água
1695,solo,rocha
1696,solo,adubo
1697,solo,nitrogênio
1698,solo,brasil
1699,solo,fertilidade
1700,solo,tempo
1701,solo,nutriente
1702,solo,calcário
1703,solo,organismo
1704,solo,partícula
1705,recomendado,brasil
1706,cobalto,vitamina
1707,cobalto,fósforo
1708,cobalto,sódio
1709,cobalto,mineral
1710,cobalto,cálcio
1711,cobalto,selênio
1712,cobalto,sólido
1713,cobalto,alumínio
1714,cobalto,ano
1715,cobalto,magnésio
1716,cobalto,pasteurização
1717,cobalto,dia
1718,cobalto,enxofre
1719,magnésio,sal
1720,magnésio,fósforo
1721,magnésio,sódio
1722,magnésio,alimento
1723,magnésio,mineral
1724,magnésio,cálcio
1725,magnésio,selênio
1726,magnésio,enxofre
1727,magnésio,sólido
1728,magnésio,alumínio
1729,magnésio,dna
1730,magnésio,osso
1731,magnésio,agricultura
1732,magnésio,cobalto
1733,pouco,terra
1734,ingestão,ovo
1735,ingestão,doença
1736,ingestão,farinha
1737,ingestão,alimento
1738,ingestão,fez
1739,ingestão,bactério
1740,ingestão,medicamento
1741,ingestão,parasito
1742,ingestão,alimentação
1743,ingestão,cisto
1744,ingestão,organismo
1745,ingestão,comer
1746,nutricional,fogo
1747,nutricional,dieta
1748,nutricional,grão
1749,nutricional,saúde
1750,nutricional,químico
1751,nutricional,processo
1752,nutricional,carne
1753,nutricional,vitamina
1754,nutricional,macronutriente
1755,nutricional,proteína
1756,nutricional,arquitetura
1757,nutricional,organismo
1758,nutricional,doença
1759,nutricional,vida
1760,nutricional,bem-estar
1761,nutricional,alimentação
1762,nutricional,agricultura
1763,nutricional,nutriente
1764,nutricional,oral
1765,nutricional,alimento
1766,nutricional,ingestão
1767,nutricional,homem
1768,nutricional,gordura
1769,bezerro,população
1770,bezerro,brasil
1771,bezerro,agricultura
1772,topografia,terra
1773,usualmente,brasil
1774,usualmente,célula
1775,incluir,terra
1776,incluir,energia
1777,incluir,paí
1778,incluir,população
1779,incluir,brasil
1780,incluir,jersey
1781,incluir,transporte
1782,incluir,clima temperado
1783,incluir,serviço
1784,incluir,calcário
1785,incluir,dna
1786,incluir,tratado
1787,incluir,literatura
1788,incluir,indústria
1789,importante,clima
1790,importante,chuva
1791,importante,seco
1792,importante,temperatura
1793,importante,paí
1794,importante,população
1795,importante,brasil
1796,importante,irrigação
1797,importante,jersey
1798,importante,verão
1799,arbusto,árvore
1800,libido,oral
1801,libido,energia
1802,libido,vagina
1803,libido,ovário
1804,libido,testículo
1805,libido,útero
1806,libido,droga
1807,libido,sexo
1808,sintoma,doença
1809,sintoma,febre
1810,sintoma,tristeza
1811,sintoma,comportamento
1812,sintoma,fez
1813,sintoma,emagrecimento
1814,sintoma,dor
1815,peletizado,alumínio
1816,peletizado,calcário
1817,dactylon,impacto
1818,dactylon,feno
1819,dactylon,pasto
1820,dactylon,solo
1821,dactylon,café
1822,dactylon,saúde
1823,dactylon,cano
1824,dactylon,cynodon
1825,dactylon,espécie
1826,dactylon,nutriente
1827,lagão,seco
1828,lagão,irrigação
1829,lagão,inseto
1830,lagão,área
1831,lagão,morro
1832,lagão,hectare
1833,horário,banco
1834,horário,brasil
1835,horário,inverno
1836,horário,verão
1837,resíduo,terra
1838,resíduo,máquina
1839,resíduo,doença
1840,resíduo,chorume
1841,resíduo,adubo
1842,resíduo,nitrogênio
1843,resíduo,brasil
1844,resíduo,compostagem
1845,resíduo,fez
1846,resíduo,agricultura
1847,resíduo,óleo
1848,resíduo,ph
1849,resíduo,natureza
1850,resíduo,tijolo
1851,resíduo,organismo
1852,resíduo,tóxico
1853,contaminação,terra
1854,contaminação,ovário
1855,contaminação,testículo
1856,contaminação,acidez
1857,contaminação,hormônio
1858,contaminação,químico
1859,contaminação,água
1860,contaminação,substância
1861,contaminação,sistema imunológico
1862,contaminação,indústria
1863,contaminação,feto
1864,contaminação,calor
1865,contaminação,clima
1866,contaminação,chuva
1867,contaminação,resíduo
1868,contaminação,energia
1869,contaminação,minerar
1870,contaminação,temperatura
1871,contaminação,população
1872,contaminação,concentração
1873,contaminação,genético
1874,contaminação,espécie
1875,contaminação,enxofre
1876,recuperação,brasil
1877,recuperação,poder
1878,manhã,dia
1879,princípio,número
1880,braquiária,cerrado
1881,braquiária,espécie
1882,região,paí
1883,região,terra
1884,clonar,parto
1885,clonar,brasil
1886,clonar,fez
1887,clonar,clonagem
1888,clonar,célula
1889,clonar,propriedade
1890,clonar,genético
1891,clonar,época
1892,existir,seco
1893,existir,brasil
1894,existir,califórnio
1895,existir,agricultura
1896,existir,indústria
1897,equipamento,serviço
1898,equipamento,indústria
1899,colonião,paí
1900,colonião,europeu
1901,colonião,mercado
1902,vermifugar,cisticercose
1903,andrológico,saúde
1904,andrológico,reprodução
1905,andrológico,aborto
1906,andrológico,sexo
1907,andrológico,homem
1908,melhor,brasil
1909,por,tanzânia
1910,por,brasil
1911,contaminado,sal
1912,contaminado,doença
1913,contaminado,fósforo
1914,contaminado,chorume
1915,contaminado,tuberculose
1916,contaminado,água
1917,contaminado,nitrogênio
1918,contaminado,proteína
1919,contaminado,óleo
1920,contaminado,bactério
1921,contaminado,químico
1922,contaminado,concentração
1923,contaminado,gordura
1924,contaminado,nutriente
1925,contaminado,microrganismo
1926,contaminado,tóxico
1927,intramamária,antibiótico
1928,embrapa,brasil
1929,nutricional,energia
1930,nutricional,alimento
1931,nutricional,biológico
1932,nutricional,alimentação
1933,nutricional,nutriente
1934,limpo,chuva
1935,limpo,sal
1936,limpo,algodão
1937,limpo,umidade relativa
1938,limpo,europeu
1939,limpo,brasil
1940,limpo,população
1941,limpo,inverno
1942,limpo,transporte
1943,limpo,café
1944,limpo,retirado
1945,limpo,contagem
1946,limpo,área
1947,limpo,banco
1948,limpo,arquitetura
1949,limpo,açúcar
1950,limpo,indústria
1951,limpo,verão
1952,forrageiro,vaca
1953,forrageiro,feno
1954,forrageiro,gado
1955,forrageiro,carrapato
1956,forrageiro,aveia
1957,forrageiro,engorda
1958,forrageiro,pasto
1959,forrageiro,boi
1960,forrageiro,alfafa
1961,forrageiro,alimentação
1962,forrageiro,agricultura
1963,forrageiro,solo
1964,qual,brasil
1965,corpo,inseto
1966,corpo,organismo
1967,balancear,brasil
1968,organismo,vida
1969,organismo,energia
1970,organismo,reprodução
1971,organismo,genético
1972,organismo,nutriente
1973,eimeriose,intestino delgado
1974,eimeriose,doença
1975,eimeriose,diarreia
1976,submetido,parto
1977,submetido,cisto
1978,submetido,vagina
1979,óleo,alimento
1980,óleo,temperatura
1981,óleo,insumo
1982,óleo,mecânico
1983,óleo,químico
1984,óleo,substância
1985,óleo,composto orgânico
1986,cigarrinha,ovo
1987,cigarrinha,seco
1988,cigarrinha,brasil
1989,cigarrinha,café
1990,cigarrinha,inseto
1991,cigarrinha,califórnio
1992,cigarrinha,dor
1993,cigarrinha,verão
1994,literatura,vida
1995,literatura,brasil
1996,literatura,combate
1997,literatura,arquitetura
1998,literatura,efeito
1999,adequado,nível
2000,adequado,comportamento
2001,adequado,resultado
2002,adequado,prova
2003,adequado,fazer
2004,adequado,objetivo
2005,psicrotróficas,bactério
2006,psicrotróficas,ph
2007,psicrotróficas,diarreia
2008,psicrotróficas,espécie
2009,psicrotróficas,solo
2010,pré,carne
2011,pré,dieta
2012,pré,genético
2013,pré,tanzânia
2014,calórico,terra
2015,calórico,verdade
2016,calórico,poder
2017,calórico,homem
2018,calórico,reforma
2019,útil,dia
2020,gramíneo,terra
2021,gramíneo,inflorescência
2022,gramíneo,espécie
2023,gramíneo,bainha
2024,gramíneo,alimento
2025,gramíneo,grão
2026,gramíneo,pasto
2027,gramíneo,agricultura
2028,gramíneo,arroz
2029,gramíneo,gramíneo
2030,gramíneo,milho
2031,gramíneo,sorgo
2032,gramíneo,homem
2033,gramíneo,brachiaria
2034,gramíneo,cevado
2035,contudo,paí
2036,contudo,região
2037,objetivo,desempenho
2038,objetivo,estratégia
2039,objetivo,sistema
2040,novilho,literatura
2041,esse,topografia
2042,esse,brasil
2043,esse,orientação
2044,estoloníferas,inflorescência
2045,estoloníferas,composto orgânico
2046,estoloníferas,semente
2047,intoxicação,planta
2048,intoxicação,alimento
2049,intoxicação,bactério
2050,intoxicação,inseto
2051,intoxicação,droga
2052,intoxicação,medicamento
2053,intoxicação,amônio
2054,intoxicação,aborto
2055,intoxicação,enxofre
2056,desvantagem,terra
2057,desvantagem,poder
2058,desvantagem,produtividade
2059,desvantagem,região
2060,desvantagem,cultura
2061,desvantagem,agricultura
2062,desvantagem,mercado
2063,desvantagem,indústria
2064,estrelo,terra
2065,estrelo,energia
2066,estrelo,temperatura
2067,estrelo,novo
2068,estrelo,tempo
2069,estrelo,frequência
2070,estrelo,enxofre
2071,corporal,parto
2072,corporal,dano
2073,corporal,enfermidade
2074,corporal,saúde
2075,corporal,trabalho
2076,corporal,útero
2077,corporal,dor
2078,corporal,aborto
2079,corporal,feto
2080,nutriente,vitamina
2081,nutriente,sal
2082,nutriente,vida
2083,nutriente,água
2084,nutriente,macronutriente
2085,nutriente,alimento
2086,nutriente,dieta
2087,nutriente,mineral
2088,nutriente,adubação
2089,nutriente,alimentação
2090,nutriente,solução
2091,nutriente,célula
2092,nutriente,organismo
2093,nutriente,substância
2094,nutriente,composto orgânico
2095,sucedâneo,vitamina
2096,sucedâneo,espécie
2097,sucedâneo,solução
2098,irrigação,cana-de-açúcar
2099,irrigação,topografia
2100,irrigação,ambiente
2101,irrigação,água
2102,irrigação,solo
2103,irrigação,custo
2104,irrigação,café
2105,irrigação,chuva
2106,irrigação,planta
2107,irrigação,energia
2108,irrigação,arroz
2109,irrigação,alimentação
2110,irrigação,produtividade
2111,irrigação,frequência
2112,irrigação,agricultura
2113,irrigação,superfície
2114,irrigação,eficiência
2115,irrigação,alimento
2116,irrigação,fazenda
2117,irrigação,temperatura
2118,irrigação,brasil
2119,irrigação,técnico
2120,irrigação,pastagem
2121,irrigação,percentagem
2122,esperar,tonelada
2123,gir,parto
2124,gir,bovino
2125,caso,área
2126,microrganismo,terra
2127,microrganismo,queijo
2128,microrganismo,natureza
2129,microrganismo,bovino
2130,microrganismo,solo
2131,microrganismo,matéria
2132,microrganismo,tempo
2133,microrganismo,parasito
2134,microrganismo,leguminoso
2135,microrganismo,organismo
2136,microrganismo,clima
2137,microrganismo,vida
2138,microrganismo,energia
2139,microrganismo,bactério
2140,microrganismo,fermentação
2141,microrganismo,dna
2142,microrganismo,leite
2143,microrganismo,açúcar
2144,microrganismo,nutriente
2145,microrganismo,reprodução
2146,microrganismo,genético
2147,microrganismo,lactose
2148,aborto,parto
2149,aborto,enfermidade
2150,aborto,recém-nascido
2151,aborto,vagina
2152,aborto,deficiência
2153,aborto,nascer
2154,aborto,gestante
2155,aborto,útero
2156,aborto,sexo
2157,aborto,medicamento
2158,aborto,gestação
2159,aborto,médico
2160,aborto,feto
2161,aborto,embrião
2162,fenação,planta
2163,fenação,gado
2164,fenação,brasil
2165,fenação,tonelada
2166,fenação,fosfato
2167,fenação,adubação
2168,fenação,gramíneo
2169,fenação,forragem
2170,fenação,calcário
2171,fenação,leguminoso
2172,tanzânia,clima
2173,tanzânia,agricultura
2174,tanzânia,população
2175,planejamento,custo
2176,planejamento,brasil
2177,planejamento,processo
2178,planejamento,objetivo
2179,genético,planta
2180,genético,variabilidade genética
2181,genético,natureza
2182,genético,genômico
2183,genético,animar
2184,genético,genoma
2185,genético,proteína
2186,genético,gene
2187,genético,dna
2188,genético,agricultura
2189,genético,organismo
2190,genético,transgênico
2191,garantir,equipamento
2192,capineiro,cultura
2193,capineiro,brasil
2194,infecçõe,doença
2195,infecçõe,brasil
2196,infecçõe,inflamação
2197,infecçõe,antibiótico
2198,infecçõe,bactério
2199,infecçõe,organismo
2200,infecçõe,microrganismo
2201,confinamento,agricultura
2202,confinamento,irrigação
2203,confinamento,fazenda
2204,clonagem,animal
2205,clonagem,animar
2206,clonagem,útero
2207,clonagem,bactério
2208,clonagem,legislação
2209,clonagem,gene
2210,clonagem,célula
2211,clonagem,reprodução
2212,clonagem,genético
2213,clonagem,glândula mamária
2214,clonagem,embrião
2215,cérvix,útero
2216,cérvix,ovário
2217,cérvix,vagina
2218,nívei,inclinação
2219,desinfecção,proteína
2220,desinfecção,ph
2221,desinfecção,célula
2222,úmido,sangue
2223,úmido,chuva
2224,úmido,umidade relativa
2225,úmido,temperatura
2226,úmido,saturação
2227,úmido,medido
2228,úmido,água
2229,úmido,geado
2230,transporte,concreto
2231,transporte,custo
2232,transporte,cavalo
2233,transporte,eficiência
2234,transporte,brasil
2235,transporte,elefante
2236,transporte,transporte
2237,transporte,boi
2238,transporte,saúde
2239,transporte,líquido
2240,transporte,produção
2241,transporte,natureza
2242,transporte,cultura
2243,transporte,agricultura
2244,transporte,indústria
2245,médico,químico
2246,médico,doença
2247,médico,dor
2248,fator,clima
2249,fator,chuva
2250,fator,água
2251,fator,temperatura
2252,fator,químico
2253,fator,ph
2254,fator,radiação solar
2255,fator,semente
2256,fator,solo
2257,fator,orgânico
2258,leguminoso,árvore
2259,leguminoso,soja
2260,leguminoso,nitrogênio
2261,leguminoso,brasil
2262,leguminoso,herbáceo
2263,leguminoso,ovário
2264,leguminoso,bactério
2265,leguminoso,alfafa
2266,leguminoso,folha
2267,leguminoso,forragem
2268,leguminoso,dna
2269,leguminoso,arbusto
2270,lactação,parto
2271,lactação,placenta
2272,lactação,café
2273,lactação,colostro
2274,lactação,fertilidade
2275,lactação,peso
2276,lactação,útero
2277,lactação,diarreia
2278,lactação,infecção
2279,lactação,inseminação artificial
2280,adulto,cultura
2281,adulto,espécie
2282,adulto,pai
2283,adulto,acasalamento
2284,matéria,terra
2285,matéria,clima
2286,matéria,volume
2287,matéria,vida
2288,matéria,energia
2289,matéria,químico
2290,matéria,sólido
2291,matéria,tempo
2292,matéria,líquido
2293,matéria,composto
2294,matéria,natureza
2295,matéria,organismo
2296,matéria,substância
2297,fornecer,terra
2298,gestante,sódio
2299,gestante,queijo
2300,gestante,soja
2301,gestante,cálcio
2302,gestante,nascimento
2303,gestante,aborto
2304,gestante,gestação
2305,gestante,carne
2306,gestante,vitamina
2307,gestante,proteína
2308,gestante,café
2309,gestante,droga
2310,gestante,leguminoso
2311,gestante,pasteurização
2312,gestante,feto
2313,gestante,manteiga
2314,gestante,inseminação artificial
2315,gestante,fósforo
2316,gestante,fez
2317,gestante,placenta
2318,gestante,bactério
2319,gestante,colostro
2320,gestante,útero
2321,gestante,diarreia
2322,gestante,magnésio
2323,gestante,mastite
2324,gestante,leite
2325,gestante,parto
2326,gestante,ureia
2327,gestante,salmonelose
2328,gestante,mão
2329,gestante,recém-nascido
2330,gestante,tuberculose
2331,gestante,vagina
2332,gestante,antibiótico
2333,gestante,reprodução
2334,gestante,espermatozoide
2335,gestante,embrião
2336,pasteurização,temperatura
2337,pasteurização,químico
2338,pasteurização,leite
2339,pasteurização,água
2340,pasteurização,microrganismo
2341,inflorescência,cerrado
2342,inflorescência,semente
2343,ovário,cérvix
2344,ovário,vagina
2345,ovário,testículo
2346,ovário,placenta
2347,ovário,ovário
2348,ovário,hormônio
2349,ovário,útero
2350,ovário,núcleo
2351,ovário,espermatozoide
2352,ovário,embrião
2353,químico,fogo
2354,químico,matéria
2355,químico,pesquisa
2356,químico,mecânico
2357,químico,acidez
2358,químico,químico
2359,químico,composto orgânico
2360,lactose,intestino delgado
2361,lactose,queijo
2362,lactose,soja
2363,lactose,bactério
2364,lactose,diarreia
2365,lactose,genético
2366,lactose,bovino
2367,lactose,água
2368,lactose,composto orgânico
2369,lactose,sistema imunológico
2370,basilisk,brasil
2371,basilisk,ação
2372,químico,terra
2373,químico,fogo
2374,químico,nitrogênio
2375,químico,sistema
2376,químico,composição química
2377,químico,solução
2378,químico,célula
2379,químico,água
2380,químico,substância
2381,químico,sulfato
2382,químico,proteína
2383,químico,tempo
2384,químico,fosfato
2385,químico,arquitetura
2386,químico,organismo
2387,químico,odor
2388,químico,sal
2389,químico,fósforo
2390,químico,vida
2391,químico,energia
2392,químico,fermentação
2393,químico,sólido
2394,químico,estrelo
2395,químico,dna
2396,químico,agricultura
2397,químico,cobalto
2398,químico,volume
2399,químico,ureia
2400,químico,alimento
2401,químico,temperatura
2402,químico,brasil
2403,químico,químico
2404,químico,medicamento
2405,químico,líquido
2406,químico,amônio
2407,químico,praga
2408,químico,enxofre
2409,europeu,terra
2410,europeu,máquina
2411,europeu,doença
2412,europeu,paí
2413,europeu,população
2414,europeu,jersey
2415,europeu,praga
2416,europeu,clima temperado
2417,europeu,transporte
2418,europeu,econômico
2419,europeu,área
2420,europeu,região
2421,europeu,aborto
2422,europeu,cultura
2423,europeu,agricultura
2424,europeu,literatura
2425,europeu,indústria
2426,mãe,vida
2427,mãe,pai
2428,mãe,brasil
2429,mãe,fêmeo
2430,mãe,útero
2431,fornecê,custo
2432,fornecê,escolho
2433,fornecê,paí
2434,fornecê,bem-estar
2435,fornecê,mercado
2436,fornecê,produção
2437,fornecê,declive
2438,fornecê,banco
2439,fornecê,cultura
2440,fornecê,agricultura
2441,fornecê,consumo
2442,fornecê,longo prazo
2443,fornecê,dado
2444,adotado,brasil
2445,adotado,raça
2446,sistema,matéria
2447,sistema,população
2448,sistema,estrelo
2449,sistema,célula
2450,sistema,elemento
2451,sistema,organismo
2452,capim,terra
2453,capim,inflorescência
2454,capim,espécie
2455,capim,bainha
2456,capim,alimento
2457,capim,grão
2458,capim,pasto
2459,capim,agricultura
2460,capim,arroz
2461,capim,gramíneo
2462,capim,milho
2463,capim,sorgo
2464,capim,homem
2465,capim,brachiaria
2466,capim,cevado
2467,planta,terra
2468,planta,arbusto
2469,planta,ambiente
2470,planta,cálcio
2471,planta,verde
2472,planta,saúde
2473,planta,inseto
2474,planta,gramíneo
2475,planta,célula
2476,planta,natureza
2477,planta,semente
2478,planta,solo
2479,planta,água
2480,planta,madeira
2481,planta,macronutriente
2482,planta,árvore
2483,planta,matéria
2484,planta,mineral
2485,planta,folha
2486,planta,tempo
2487,planta,parasito
2488,planta,leguminoso
2489,planta,organismo
2490,planta,clima
2491,planta,sal
2492,planta,fósforo
2493,planta,vida
2494,planta,energia
2495,planta,fez
2496,planta,bactério
2497,planta,parasitismo
2498,planta,magnésio
2499,planta,sexo
2500,planta,agricultura
2501,planta,radiação solar
2502,planta,taxon
2503,planta,cobalto
2504,planta,animal
2505,planta,inflorescência
2506,planta,fazenda
2507,planta,irrigação
2508,planta,genético
2509,planta,espécie
2510,planta,enxofre
2511,planta,embrião
2512,digestibilidade,água
2513,digestibilidade,alimento
2514,digestibilidade,fez
2515,digestibilidade,químico
2516,digestibilidade,ph
2517,digestibilidade,célula
2518,digestibilidade,intestino delgado
2519,digestibilidade,nutriente
2520,digestibilidade,tampão
2521,acidez,químico
2522,acidez,ph
2523,acidez,composto orgânico
2524,infestaçõe,madeira
2525,infestaçõe,terra
2526,infestaçõe,cavalo
2527,infestaçõe,doença
2528,infestaçõe,papel
2529,infestaçõe,planta
2530,infestaçõe,rocha
2531,infestaçõe,árvore
2532,infestaçõe,gado
2533,infestaçõe,mineral
2534,infestaçõe,inverno
2535,infestaçõe,óleo
2536,infestaçõe,inseto
2537,infestaçõe,magnésio
2538,infestaçõe,espécie
2539,infestaçõe,água
2540,infestaçõe,umidade
2541,infestaçõe,mosco
2542,infestaçõe,verão
2543,glândula,proteína
2544,glândula,glândula mamária
2545,zebuíno,zebu
